mpid,formula,mu_b
mp-557227,KCa12Si4S2O26F,-0.0013545
mp-14368,SbAsO5,1e-06
mvc-8977,CaLaFeAgO6,8.0248085
mp-771685,V4SnO12,0.002152
mp-647218,Re2P2O11,0.0088883
mp-862836,PmAlAu2,-4.39e-05
mp-30309,Y2Au5F21,-0.0036491
mp-862884,CaPmPd2,1.47e-05
mp-554370,TiSCl6O,0.0
mp-867364,LiTmPd2,6e-05
mp-777698,V2O3,12.0001267
mp-558990,K2Sr(PO3)4,-0.0021451
mp-757514,Li4Cu2Si3O10,4.0020629
mp-1098917,Mg30CdCoO32,2.9999993
mp-773349,Li5Mn3(NiO5)2,14.000001
mp-850920,LiMn4(BO3)4,34.000181299999994
mp-771551,Li3VSiBO7,2.0002017
mp-778808,Li6La3Nb2O12,4.3486582
mp-567328,BaMo2Se2O11,0.0010247
mp-10670,Ca3(AlGe)2,7.7e-05
mp-17597,Ca(ScS2)2,2.12e-05
mp-767908,LiCo2CuO6,-5e-07
mp-1019520,Ba3Ca2(SiN3)2,0.0078567
mp-35417,Li3TaO4,2.13e-05
mp-10055,Co2B4Mo,-2e-07
mp-21388,U(CuGe)2,0.0552903
mp-20621,NbInS2,-2.4e-06
mp-567082,Ti4As3,0.0022136
mp-676319,Dy2Zr2O7,0.0004642
mp-2044,Zr5Al3,-0.0001595
mp-1882,CaCu5,-4.14e-05
mp-699460,KLiH4S2(NO3)2,0.0018043
mp-764032,Li3V3P8O29,-0.0026092
mp-705359,Li2Mo(PO3)5,5.999870099999999
mp-763222,NbFe3Co2(PO4)6,21.0004222
mp-765278,Li5Cr3FeO8,51.9996795
mp-971909,ZnPd3,0.0094293
mp-868012,Li4Nb3Fe3(SbO8)2,12.9999231
mp-6706,TiTlPO5,0.0015637
mp-683875,TeS7Br2,-0.0017641999999999996
mp-766980,MnVP2(HO5)2,3.9999998
mvc-329,Ti4ZnO6,0.063104
mp-778352,LiFeF4,39.9939691
mp-762709,LiTiFe2O5,17.9999182
mp-27214,CsSnBr3,0.0
mp-694537,MnPO4,7.999432400000001
mvc-15000,FeO2,15.996683
mp-650015,P6N7Cl9,0.00025830000000000004
mp-1096679,Mg2InGa,2.0
mp-850969,LiMnSiO4,16.0017308
mp-972884,Sc2AlCu,8.14e-05
mp-998153,TlGeBr3,0.000161
mp-4384,Nb2CS2,-3.65e-05
mp-865789,YbInAg2,8.599999999999999e-06
mp-767063,Sn(PO3)2,0.005982899999999999
mp-761971,LiLaNb4O12,0.0004174
mp-766808,Li4Mn8O13F3,31.0000001
mp-763879,Li2VCrP2(HO5)2,10.0001046
mp-861183,LiNi(PO3)3,4.000607100000001
mp-4904,Pr(SiRu)2,-0.0017682000000000004
mp-555591,SrLiAlF6,5e-07
mp-921,YRh2,0.0
mp-1023937,WS2,-0.0007031
mp-735602,NiH10(SeO5)2,4.0012691
mp-989605,Cs2RbInF6,-0.000603
mp-1063581,H3S,-2.14e-05
mp-763965,V2(OF)3,3.0021752
mp-625154,H8PtO6,-0.0005715
mp-673633,In2S3,-0.0006272000000000001
mp-561814,RbB5O8,0.0006235
mp-28795,LaSi2Ru,-4.03e-05
mp-651847,GdGaGe2O7,28.000019800000004
mp-1080364,CeSe2,3.1e-06
mp-771048,FeCo9O20,12.999999
mp-2120,HoAg2,0.0006588
mp-558263,YH24C9N6(ClO)3,-0.020161
mp-684691,Tm23Se32,0.0078949
mp-1099095,LiCeMg14,-0.0615808
mp-12221,CaTeO4,0.0
mp-1040283,KNaMg30O31,0.0
mp-868019,Mg(B2O5)3,63.88720079999999
mp-779153,Li3Mn2(CoO4)2,12.9999989
mp-554229,CsAs3O8,-0.0004714
mp-19421,FeWO4,7.9999985
mp-31665,LiCr2(PO4)3,8.0000006
mp-687090,Hf(MoO4)2,0.0001888
mp-769803,Li2CrO4,0.0048328
mp-1029566,CsOsN2,-0.009401799999999998
mp-775512,Na2NiPCO7,3.8703125
mp-1096138,LaYAl2,1.6360764
mp-777249,Li4V3Cr3(SbO8)2,14.9999997
mp-1252,ZrBe2,8.740000000000001e-05
mp-569435,KBi(PSe3)2,0.0009658
mp-755459,Rb2O,5.5e-06
mp-510441,YInPt2,-3e-07
mp-28965,AgBi2F12,1.0023572
mp-21760,Rb2In2Sb3,-0.0018003
mp-637209,AsN9,-0.00182
mp-768875,Li6B4O9,0.0008254
mp-5433,Pr3RuO7,6.0000000999999985
mp-25494,CoH8(BrO2)2,6.0000004
mp-1096700,TaBeCo2,0.0803342
mp-640053,Rb2CuCl3,0.000262
mp-637039,Cr2Te4O11,11.999725
mp-680173,Bi9Rh2Br3,4.7e-06
mp-20357,Ce2InPt2,0.0352885
mp-21021,Mo3Se4,0.0027511
mp-650524,Sb3S2XeN(O2F9)2,0.004321500000000001
mp-1022817,YMg6V,6.6872143
mp-567681,CsPbBr3,0.0026642
mvc-15011,Ca3Nd4Nb6(FeO14)2,7.999999400000001
mp-160,B,0.0
mp-1016153,KMn8O16,50.005442
mp-531864,Al24Zn3O40,2.125023
mp-1018661,CePbAu,2.3574325000000003
mvc-8332,CaCu3(NiO3)4,3.0029786
mp-2568,YSi2,-2.5e-06
mp-31719,Cr2P3O11,9.999998800000002
mp-762403,Li2Cr2SiO6,12.0019268
mvc-2665,SrTiZn(PO4)2,3.9775746
mp-1076147,Sr2Ca2Fe3CoO10,137.6639719
mp-1120,Mo3Ir,0.0
mp-849445,Li2MnVP2(HO5)2,5.9999996
mp-677162,Yb(BiTe2)2,0.009333200000000002
mp-1030695,Te2MoWSe2,0.0001887
mp-767904,Li9Mn14O32,43.0005753
mp-980190,LiYb3,7.299999999999999e-06
mp-767035,Zr7VO16,1.0000233
mp-560608,Nd10S14O,-0.0072514
mvc-2490,Sr2AlTlCo2O7,4.6513858
mp-17823,Tl3B3S10,-0.0003801
mp-778908,Ni3OF5,13.9997128
mvc-13684,CaV2O5,4.0000001
mp-1010161,DyAs,-1.24e-05
mp-555594,ZnS,7.8e-05
mp-767490,Li9Ti12NbO30,2.0066362
mp-780939,Mn(NO3)4,11.9899442
mp-530826,Mg7Al22O40,-2e-07
mp-573604,GdMg2Ag,-7.175894500000001
mp-25474,Co2SiO4,23.9370535
mp-743542,CoH9C4NO6,12.000360699999998
mp-863892,Co(NiO2)2,28.000024600000003
mp-989576,YWN3,-2e-07
mp-570118,YbTlSe2,0.00010270000000000004
mp-850112,LiMn2(PO4)2,18.003451199999994
mp-755797,LiTi8O13,0.9100285
mp-766393,Li7Ti11O24,0.0210334
mp-865227,TmMgCd2,-8.58e-05
mp-1008733,Ge,0.00028080000000000005
mp-554543,SiO2,4.73e-05
mp-722369,Na3B5(HO5)2,-0.0035981000000000008
mp-569903,CsEr(NbBr3)6,0.0
mp-557679,KNaSi2O5,0.0013942
mvc-10383,BaTiZnF7,-4.0404976
mp-698358,NiH10C4(SN4)2,0.0018245
mp-764747,FeOF,49.9999972
mp-774273,Li6V3P8O29,5.9904297
mvc-8077,CaVAs2O7,3.9094185
mp-3852,Tb3(CuGe)4,0.000101
mp-1094961,Mg3Al,-1.07e-05
mp-559144,GePb3O5,-1.47e-05
mp-1096664,Sr2ZnPb,2.0
mp-1339,NbIr3,-2.8000000000000013e-05
mp-675237,Na3GdI6,-7.0
mp-27650,RbB10H9,0.0034205
mp-1026837,LiLaMg14,0.0048506
mp-505162,LuCu(WO4)2,5.19e-05
mp-754176,Ce3Th3O11,0.7828331999999999
mp-850186,Li4Mn2Co3Sn3O16,7.0000004
mp-766772,LiFePO4,24.0004085
mp-1949,TiMn2,0.0069113
mp-757032,Cs3ErO3,7.01e-05
mp-866917,CaSnS3,-0.0004480000000000001
mp-560210,CaH2(CO2)2,0.0005832000000000001
mp-610917,O2,2.0000905
mp-30300,Cs3As5O9,-0.0006008999999999999
mp-1078198,Ba2CoAg2(SeO)2,2.9993745
mp-557379,P2H6C4N2Cl2O,0.0045948
mp-21365,InSbS3,0.0001392
mp-792972,Mn3Cu2Sn(PO4)6,3.0000002
mp-864910,MgZrRh2,1.75e-05
mp-676517,La3U2O10,1.0303567
mp-771392,LiMn3(PO4)3,51.9999997
mp-28779,USbO5,2.0000002
mp-720254,Li2H4(SO4)3,-3.12e-05
mp-12594,TiIr,-0.0003725
mp-776509,Sr2Ti6N2O11,0.0027698
mp-20883,Fe3Sn,13.916692499999998
mp-9400,CeAlSi2,0.8739680000000001
mp-765314,LiMn3(O2F)2,12.0000004
mp-975814,Mo3H,0.0345023
mp-11307,MgCd,1.42e-05
mp-554885,Ba3Si6N4O9,0.0
mp-864900,Hg,0.0
mp-674858,Co(NiS2)2,-0.0028593000000000004
mp-17129,Sr3(AlN2)2,6.840000000000001e-05
mp-773579,Li6V3P8O29,5.9999998
mp-566945,Hg2Mo2O7,-2.14e-05
mp-1099328,CeMg6Ni,0.3722206
mp-6741,NaLa(PO3)4,-5.400000000000002e-06
mp-10340,Na2GeTeO6,-3.03e-05
mp-755685,SmYO3,0.0001785
mp-647476,Ba3Li2V2Cl4O7,-0.0030527
mp-541836,CeTmS3,7.3704038
mp-1036265,YMg14MnO16,4.8337789
mp-555727,RbTb(PO3)4,0.006862100000000001
mp-1013878,LiV3P3O13,9.9993513
mp-29107,Rb2Hg3Te4,0.0035588
mp-1026405,HfMg14Ga,-0.0006238
mp-984718,BAs,-2.730000000000001e-05
mp-864915,HfBr3,0.0521416
mp-675257,Mn(NbS2)4,-0.0683503
mp-863698,Pm2MgAl,0.0001494
mp-29422,HfCl4,-0.0006222
mp-663,NdGe,-1.36e-05
mp-11524,TlNi,-3.6000000000000007e-06
mp-8622,Rb2PtSe2,0.000152
mp-28629,Ta5B6,0.0007462999999999999
mp-773087,Li2MgCu2(SiO3)4,2.0004956000000003
mp-10850,SbTePd,3.4e-06
mp-1020,TaRh3,3.7000000000000006e-06
mp-6031,Li16Nb2N8O,4.14e-05
mp-18767,LiMnO2,7.9999989
mp-23373,BaZnCl4,-0.0014566
mp-7176,RbLaSe2,-4.6e-06
mp-1025921,Te4Mo(WS)2,-2.1600000000000007e-05
mp-1022717,CeSe2,-0.0040833
mp-21591,ZrCrSi2,-5.23e-05
mp-753822,La2Se2O,-0.000254
mp-29827,Rb4Hg5Te13,2e-07
mp-557840,NaLa(SO4)2,-0.0005202000000000001
mp-979043,Tm2CoCu,0.0028403
mp-30218,Ti2P,0.006846
mvc-1309,BaYNi4O7,18.0002195
mp-7440,NaP,0.0007292
mp-19750,BaGd2PtO5,27.9985984
mp-22906,CsBr,0.0
mp-1078348,CeGa3Pd,-1.1038238
mp-754198,Ba(LaI4)2,-2.46e-05
mp-853187,LiTiMnO4,8.0000394
mp-864839,Zn2PdRh,1e-06
mp-1019735,BaNaEu(SiO3)3,23.9990656
mp-866301,BaBSbS4,-0.0039896
mvc-3616,Mg3Ni2O7,0.0
mp-16737,Na2BeB2O5,0.0
mvc-5424,Mg(SbO2)2,0.0
mp-705524,CuH7C3SN3O4,-0.0011833
mp-28932,Sn4OF6,4.320000000000001e-05
mvc-6273,YBi3F15,-1.911897
mp-20539,ScIn3,-0.0001161
mp-568778,CuTeBr,0.0002753
mp-767284,Li6VFeP2(CO7)2,6.999193300000001
mp-763870,Li2Mn2C2O7,40.0060941
mp-6091,BaAl2(SiO4)2,0.0
mp-565688,Sr3Fe2(SeO3)6,20.0000014
mp-1017377,Mg6SiB,0.0135108
mp-1076751,K4Na4NbW7O24,4.7547695
mp-636291,PuGa6,-0.0296697
mp-1096902,BaNb2Fe2O9,20.0008609
mp-705303,Li2MnP2O7,20.0041273
mp-18975,Na2SrV4O12,0.0003525
mp-781664,Li3Ti2(CoO4)2,7.0000049
mp-866163,YInRh2,-5.260000000000001e-05
mp-558786,Ag6GeSO8,0.0
mvc-3501,AlCuO3,3.5600000000000005e-05
mp-773165,Li4Co5CuO12,9.999656800000002
mp-978291,Mg3Pa,1.1035152
mp-1016842,TiHgO3,-0.0004112
mp-864918,NpN2,2.0005491
mp-631468,SrScBe,-0.0005371
mp-864908,MgTiIr2,0.000185
mp-559701,LiV2F6,10.0000026
mp-974330,SBr3,-0.0005137000000000001
mp-29943,H5NO5,0.0
mp-20601,NdPb3,-0.0019194000000000004
mp-557918,KGaAs2O7,-0.0009654
mp-1140,NdCu5,0.0
mp-722472,C6S3(N3Cl)2,7.9988152
mp-540950,Ba3SrTa2O9,0.0001683
mp-864799,HoLuMg2,0.000128
mp-1078669,NpTe3,-0.2403227000000001
mp-1080460,Mo(BrO)2,2.3e-06
mp-5416,Na2SeO3,0.0
mp-753975,Dy2(BiO2)7,0.0003127
mp-1094292,Sr5Mg,-4.7e-06
mp-765413,Li2AgF6,1.9999887
mvc-15867,MgSnF5,-2e-07
mp-1027642,Te3Mo2S,0.0021687
mp-626308,Ca(H8O5)2,0.0035846
mp-777475,Li3FeF6,9.9998362
mp-704206,Fe9(PO4)8,42.0002511
mp-705592,Al2FeO4,32.0000006
mp-558804,CsGeB3O7,0.0063772
mp-1023014,KMg6Mn,7.4603134
mp-29802,Sc(NiGe)6,1.1e-05
mvc-2226,AlCu3(NiO3)4,4.0000013
mp-18329,CsMgPO4,0.0
mp-1040082,LiMg30WO32,3.0
mp-1509,Sn2S3,0.0007545
mp-1061865,TeN2,-3e-05
mp-1039332,Ca2Mg,0.2048812
mp-1036357,CaMg14NbO16,1.8333379
mp-985700,ErCrB4,-0.0006613
mp-32070,Li3Mo3(PO4)4,18.0000002
mp-1096570,ScAl2Tc,5.4540375
mvc-5570,MgVP2O7,5.9999998
mp-28914,Cd4P2Br3,0.0
mp-19584,K3NdV2O8,-7.140000000000001e-05
mp-769557,LiMnNbO4,9.9998985
mp-780184,Na2Cr4O13,0.0097361
mp-393,Pd16S7,1.6800000000000002e-05
mp-1035266,Mg14CuBiO16,0.0
mp-30630,EuTl2,-14.2251388
mp-571084,MnBr2,19.9998891
mp-19197,Ba3CrO5,3.9999983
mp-30459,ScNiBi,4e-07
mp-754368,NaSbO2,1.63e-05
mp-1023268,Mg6AlBi,0.0032336
mp-762681,LiFeSiO4,29.9963295
mp-568523,LiBH2,-0.0014497
mp-672302,Ga2Se3,-0.0008565
mp-1063566,MgSc2Ru,-2.56e-05
mp-1019576,Ca4SiN4,0.0023261
mp-771851,Li3Mn3TeO8,13.9999563
mp-1094674,Mg2Ga,0.0008853999999999998
mp-1034202,HfMg14SnO16,1.2608381000000002
mp-279,LiIr,1.29e-05
mp-5251,Ca4CN4,-2e-05
mp-5166,Ca(AsPd)2,1.65e-05
mp-565516,VP2O7,2.0013261000000004
mp-567832,TiTe,-7.299999999999999e-06
mp-777464,Li4Ti5Cr3O16,9.9067229
mp-38725,NaBH4,1.73e-05
mp-1020107,LiCaAl3N4,0.0425551
mvc-9662,PrV2ZnO6,6.0019992
mp-1098788,NaMg30FeO32,1.0
mp-1465,Nd5Ge3,0.0001963
mp-715463,MoO3,-0.0005428
mp-504376,Li6Co5(P2O7)4,30.0079147
mp-619486,Rb2Hg(CN)4,0.0073342
mp-1013546,Ca3Sb2,-8.6e-05
mvc-7090,Zn(MoO2)2,24.0192645
mp-1558,SrPd2,-2.36e-05
mp-770234,Li4Cr3CoO8,26.00223380000001
mp-561926,NaNiIO6,-2.7600000000000014e-05
mp-999448,NaYSe2,-0.0
mp-999491,NaCeSe2,1.0000098
mp-775127,Li4Fe3O8,6.0
mp-676049,KBF4,-5.18e-05
mp-571394,KC2N3,-0.0016088
mp-1030690,NaMg6BO7,0.0
mp-1077840,Mn(BiTe2)2,5.000000900000002
mp-559737,Rb2Tb3AlF16,-4.4998955
mp-6160,Rb2PO3F,-0.0001692
mvc-8951,LaMnZnFeO6,15.9998924
mp-756500,Sr2CaI6,0.0001821
mp-4727,Ba(SbSe2)2,-4.4299999999999986e-05
mp-20342,Yb2Sn2O7,0.0010377
mvc-11996,Zn3Bi2(PO6)2,3.1913927
mp-1077556,TbSnGe,-8.290000000000001e-05
mp-561521,PH8C2NO2,0.0038449
mp-569543,CsLaZr6FeCl18,0.0
mp-3465,LaB2Rh3,4.5e-06
mp-611393,BaLuFeCuO5,4.9901431
mp-552738,TmBi2IO4,0.000413
mp-558203,SiO2,3.88e-05
mp-767624,Li9V5(SiO8)2,10.0004164
mp-865928,Ti2TcPt,0.0001214
mp-690601,NdTi3Fe(CuO4)3,8.0020649
mp-849060,VS2,-0.002872
mp-36248,H4BrN,0.0
mp-1097214,Tl2InBi,-2.6e-06
mp-560642,Na3SbP2O9,0.0
mp-762660,Li2(NiO2)3,11.9999478
mp-771230,Na4Li3(FeO4)2,14.0016522
mp-1019733,Eu(NO3)3,23.9921742
mp-771763,Mg2Mn3O8,8.9996031
mp-570397,Ho2(GePt3)3,1.04e-05
mp-765033,Li10Mn5Fe3O16,30.9999995
mp-1080334,CeSe2,-0.0
mp-1096295,VCr2Mo,19.025962600000003
mp-768893,Mg2(TeO3)3,-0.0119656
mp-435,ThSn3,0.00013859999999999998
mp-705329,Li3Fe2(PO4)3,19.9983478
mp-1008624,YBiPd,-0.0002764
mp-542463,Mg(AlCl4)2,-9.69e-05
mp-1039892,Mg30CrSiO32,4.0
mvc-4594,ZnSb2O5,0.0
mp-973316,NaLi3,-0.0010923
mp-34728,Al2CuO4,6.1259886
mp-1301,Yb2S3,3.8920149
mp-762274,LiCu4(PO4)3,16.05004
mp-764081,Mn6O7F5,46.007467
mp-772362,TiMn3(PO4)4,13.0012547
mp-542709,EuSi6,-14.035225
mp-776756,Li4TiMn2Ni3(PO4)6,11.9999998
mvc-5860,BiO2,4.95e-05
mp-20119,PtO2,0.0042841
mp-567841,Be3P2,-0.0011583
mp-772630,Li3V(BO3)2,7.9974167
mp-569098,RbNa11(WN3)4,-0.0018171
mvc-3429,MgSnF5,0.032477299999999994
mp-12901,Tb6FeSb2,-0.0002235
mp-973933,NiN,6.32e-05
mp-540146,MnPO4,15.999971400000002
mp-759312,MgSiH12(OF)6,0.0011901
mp-624463,Fe2WC10(SeO5)2,-0.0020566
mp-690568,V2Bi4O11,0.0
mp-22367,PdPbO2,-4.45e-05
mp-22982,CuBiS2,0.0020934
mvc-10213,Zn(CoO2)2,45.941595
mp-851019,VOF,15.9996993
mp-1080860,CeSe2,-4.39e-05
mp-19398,FeAsO4,30.0000006
mvc-774,Sr2YGaFe2O7,16.0001107
mp-542517,Co2Hg2H2S2O11,24.19301560000001
mp-30165,Sr7Re4O19,2.1834875
mp-2651,PrF3,0.0
mvc-10576,Ba2Mg3Tl2(SnO3)4,-0.0068512
mp-1029967,Rb15W7N19,0.0
mp-1005761,SmGd3,46.3860951
mp-771526,Li3FeSiBO7,7.9864497
mp-568986,KAuCl4,6.720000000000001e-05
mp-23404,TlBrO4,0.0048545
mvc-3128,TiZnPO5,-1.977529
mp-558237,NaZnPO4,0.0
mp-24199,LiHF2,4.86e-05
mp-561241,USb3O2F17,-0.0114288
mp-765858,Li2Ni3(P2O7)2,5.999823
mp-4200,ScPO4,-5.6e-06
mvc-5131,Ca2WO5,0.0
mp-1036927,Mg30CdCoO32,2.9999994
mp-770034,Li3CrBPO7,6.000381299999999
mvc-5052,Zn2MoWO6,4.0000001
mp-11332,UB2C,-7.35e-05
mp-649627,Cu3SbS4,0.0015638
mp-998233,InGeCl3,2.99e-05
mp-744226,CoP3H16N4O11,16.0053269
mvc-6611,SnO2,-0.0
mp-851033,LiCo3OF5,35.9999311
mp-1079265,NiPRh,2.14e-05
mp-764146,Co3(OF2)2,21.9999515
mp-1034998,Mg14CoCO16,3.0013671000000004
mp-669376,KU2F9,15.9990543
mp-32365,Ni(PO3)4,7.5221021
mp-864769,LiYb2Tl,-0.0001897
mp-1019055,ReN2,0.0001584
mp-763906,Li2VCrO4,9.9999991
mp-581655,Pr13Cd58,2e-07
mp-1026448,Mg14CdC,1.2e-06
mp-22289,Mn2CoGe,3.0177249
mp-999189,Fe3Ni,8.3222365
mp-996954,CuPtO2,0.0015252
mp-793,Ca5Si3,-0.0010216
mp-29710,Hg4P2O7,0.0049317
mp-18383,K3NbS4,1.86e-05
mvc-11666,Mn2AlO4,17.9999999
mp-861533,Na2Li2CoO4,18.0072065
mp-1095625,TmAsPd,0.0
mp-632990,Li2PWO4F,5.9989057999999975
mp-2699,CaSi2,-4e-06
mp-1039765,CeMg,-0.051986
mp-583712,Si3N4,-2.3e-06
mp-758151,Li3Ti(PO4)2,4.0182705
mp-757450,Sc2Ge2O7,-0.0002456
mp-19795,InS,-0.0002292
mp-685871,Pr(FeSb3)5,-7.851163900000001
mp-4652,MnRh2Pb,4.8388388
mp-1100651,Li9Mn2Co5O16,21.325823100000004
mp-776712,Li2FeO2F,19.9994354
mp-541096,CsUNbO6,0.0001506
mp-733854,K2In2P2HO10,3.9966667
mp-13948,Cs2HfF6,-8.72e-05
mp-763158,Mn(Bi5O8)5,2.0022006
mp-1070599,CsYbCl3,0.0
mp-1096007,HfMgPt2,-0.00133
mp-744554,K2FeP2H3(O4F)2,8.0057709
mp-1096764,Ca3SbP,-0.0
mp-6316,Er4Si2S3O7,-0.0002287
mp-553942,Cu2S,7.099999999999999e-05
mp-768957,Ba3Y2Cl12,-0.0076154
mp-769840,CoPO4,16.0002867
mp-554673,KZnB(PO4)2,-0.0006796
mvc-14178,CaSnF4,-0.0
mp-780157,LiFeH12(SO7)2,9.997992
mp-776863,Na5Mn2P(CO4)4,16.0214469
mp-1094526,Y2Mg,0.615222
mp-565593,Na3NbAs2O9,4.0073677000000005
mp-1093789,Al2CuIr,0.8395845
mp-27882,Cs2GeCl6,-0.0004768
mp-23318,BiSCl,0.0
mp-554082,Ho2Hf2O7,5.7e-05
mp-1064220,MnSb,6.3982044999999985
mp-975385,RbBO3,2.0017518
mp-776427,ZrO2,0.0006324
mp-1080520,SrTcO3,0.0345434
mvc-13097,YTi2O4,-0.0191587
mp-735567,VAs2H4O9,4.009442
mp-771451,Li5Mn2Cu3O10,5.9991744
mp-12549,BaAl9Ni2,5.76e-05
mp-557565,KC(NO2)3,-0.0016805
mp-8652,SF6,0.0
mp-565340,Cr2B(PO4)3,11.9994934
mp-1035981,YMg14VO16,2.9483452000000003
mp-23781,Rb3H(SO4)2,0.0
mp-1076595,La7SmTi2V6O20,79.7914952
mp-1014873,NaLi2As,-2.72e-05
mp-558672,Si3Bi2O9,0.0031913
mp-1040459,NaFe3P3O13,29.8173647
mp-19592,Nd4MnSe6O,10.0000009
mp-504742,Pr8Ga3Co,0.0
mp-510528,GdCuSe2,-27.9848307
mp-780034,Fe3(O2F)2,27.9751709
mp-772701,Li3Fe(SbO3)4,3.9737868
mp-1026680,NaMg14Cr,3.8442383
mp-1074064,Mg9Si5,-5.3e-06
mp-2796,TmAg,7e-07
mp-623453,MnGa2Co,-0.0069322
mp-976008,NdTmMg2,-0.0004272
mp-1097553,Ti2VOs,2.0577908
mp-16124,BaPr2MnS5,10.0
mp-5615,CaAgAs,1.34e-05
mp-20301,La2Pd2Pb,4.46e-05
mp-849416,Li4Fe2Cu3O10,8.7088339
mp-25748,FeNi2BO5,35.9999967
mp-1079618,TbAl4,0.0002172
mp-779184,Li3MnV(PO4)3,11.999295
mp-571091,CdI2,-2.36e-05
mp-1057758,BaN,0.9993765
mp-765730,Li5Co7O3F13,21.0017406
mp-977206,NaTm,0.0006767
mp-675119,Os(OF)2,3.9912503
mp-771092,Li6Mn3Cr(PO4)6,14.9998815
mp-866209,Pm2SiNi,2.9e-06
mp-1025397,GeRu,1e-07
mp-762217,Li2P4WO13,3.9990793
mp-571193,MnP4,0.0041213000000000005
mvc-4706,Ca(SnO2)2,-1.03e-05
mp-573608,CdI2,-6.500000000000001e-05
mp-566850,MnCdF5,16.0044446
mp-1077935,V2CoS4,0.012195
mp-775863,Zr2N2O,-0.001076
mp-755883,NaDyO2,-0.0001582
mp-35690,Co5RuO8,10.9861305
mp-1020163,Na3Li2Al(SiO4)2,0.0111095
mp-698605,CaGaBiB2O7,3.19e-05
mp-9309,CsTa(BO3)2,-9.46e-05
mp-1200,TbCo5,7.072328999999999
mp-777693,Mn4O7F,25.9994613
mp-1076906,GdRh,7.0100474
mp-30962,K4Ge9O20,0.0004075
mp-30965,NaClO2,0.0
mp-559608,K3NdSi7O17,0.0081907
mp-1064272,NaN3,1.9998739
mvc-12304,V2P2O9,7.999998599999999
mp-24429,CrCuH18Br5N6,31.9994329
mp-561348,KCoF3,2.9999458
mp-17389,Pr3SiAgSe7,0.00017819999999999994
mp-22409,Hf3B2Ir5,7.5e-05
mp-644097,BaAlH5,0.0015845
mvc-10024,LaCrSnO6,0.9998331
mp-555661,Ca9In(PO4)7,1.24e-05
mp-1096265,LiSc2Co,2.0
mvc-660,Sn(WO4)2,-0.0
mp-776229,Ti2N2O,-0.0005009999999999999
mp-7848,AlPO4,0.0
mp-3977,CsB3O5,0.0024176
mp-1078155,SnPPt5,-4e-07
mp-29524,K3BiO3,-2.7e-05
mp-979262,Tl3F,0.0005712000000000001
mp-1093630,LiGe2Rh,-4.0
mp-775449,Li2Mn(SiO3)2,29.99991510000001
mp-5396,MnCo2Sb,-0.0020875
mp-765798,Li2CoNiO4,4.999947
mp-628859,KSrVO4,0.0014282
mp-1096427,GaSiTc2,6.1828932
mp-771584,Mn3VO8,20.0003435
mp-23918,NaGaH4,-2.44e-05
mp-973352,NaCo3,10.7661846
mp-763074,FeOF,59.1190554
mp-504740,Eu(Al4Fe)2,-27.252679600000004
mp-1077960,Er2Mo2C3,2.93e-05
mp-34,Si,2.2e-06
mp-569748,ThFe2SiC,-4.9e-05
mp-554854,CsLuP2O7,0.0008192
mp-1078628,Na2HgPb,-0.0001169
mvc-8965,TiZnSb(PO4)3,0.0
mp-850957,Na6Ti2O7,0.0011146
mp-763076,FeOF,60.0170813
mp-641183,Ce4Te3N2,16.210704
mp-12351,PrTe3,-7.4e-05
mp-867195,SrOsO3,1.0346963
mp-1097541,Mg2HgPd,-0.0019841
mvc-8389,ZnNi(GeO3)2,8.0000084
mp-769907,Li4NbNi3O8,5.0003927
mvc-5544,Zn(SbO2)2,0.0
mvc-12639,Mg(FeO2)4,4.9064167
mp-549590,RbClO2,0.0
mp-559452,Na5Li(PO4)2,0.0114677
mp-608543,Sc2CrC3,0.0179648
mp-25128,SrV6O11,20.000001
mp-759001,Mg2Cu2P2(H4O5)3,1.9508056
mp-3830,NiAsS,3e-07
mp-980070,YbEr3,0.000183
mp-1096276,Ba2MgCd,2.0
mp-558862,NaGe4(PO4)3,-5.5399999999999985e-05
mp-24504,H2,0.0
mp-976407,Li3Ac,-0.0020935
mp-762719,Li2FeSi4O11,8.0000095
mp-1026852,KSrMg14,0.0245384
mp-989189,SbBrO,0.0021553
mp-29777,Er2Ge5,0.0002407
mp-774473,LiNbCuO4,4.0006075
mp-667283,Sr5Re3ClO15,-9.5e-06
mp-906708,Ba2FeMoO6,6.0128705999999985
mp-1098619,Mg30MnAlO32,5.3181617
mp-622501,K3Na(MoO4)2,-0.00019
mp-773256,Mn4FeO8,15.9999995
mvc-16558,CaMo2O5,7.9963754
mp-1029408,Mg2NbN3,-0.0
mp-554015,CsK(ClO4)2,-0.0007097000000000001
mp-765456,Li4Mn3Cr3(CuO8)2,15.6356668
mp-1078195,SiI3,0.0183891
mp-1029368,Mg2VN3,-0.0
mp-762746,Li2Fe2SiO6,59.9915658
mp-777907,Li5FeOF5,8.0030628
mp-1098564,HfMg30NbO32,4.386744599999999
mp-622615,SrLaMnCoO6,7.0145246
mp-32375,Li3Ni2P5O16,8.0016708
mp-3393,Sr3Al2O6,0.0
mp-973554,K3Sm,0.8386616
mp-1004753,PrB12,-3.510000000000001e-05
mp-693682,Na25Zr11Sc5Si12(PO8)12,-0.0012196
mp-15250,NaCd(PO3)3,0.0
mp-1077771,Sc2Al,0.5117550000000001
mp-643749,KCaF3,-0.00020180000000000005
mvc-15448,YNiO3,0.9999983
