Unnamed: 0,Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom)
1554,Sr8Al2V6O24,Sr,,,Al,V,,O,4,59.74133201,-2.2126250780000003
1555,Sr8Al4V4O24,Sr,,,Al,V,,O,4,95.04900638,-2.3063210730000003
1556,Sr8Co4Ni4O24,Sr,,,Co,Ni,,O,4,178.9397849,-1.029910486
1558,Sr8Co7Ni1O24,Sr,,,Co,Ni,,O,4,116.1809765,-1.182730158
1559,Sr8Co8O24,Sr,,,Co,,,O,3,91.26697472,-1.233199299
1560,Sr8Fe1Co7O24,Sr,,,Fe,Co,,O,4,88.32721153,-1.269296084
1561,Sr8Fe1Ni7O24,Sr,,,Fe,Ni,,O,4,243.428371,-0.90867535
1562,Sr8Fe2Co6O24,Sr,,,Fe,Co,,O,4,90.31694834,-1.300463369
1563,Sr8Fe4Co4O24,Sr,,,Fe,Co,,O,4,93.74817197,-1.36334619
1564,Sr8Fe4Ni4O24,Sr,,,Fe,Ni,,O,4,182.6131197,-1.166192128
1565,Sr8Fe6Co2O24,Sr,,,Fe,Co,,O,4,88.68589559,-1.434722511
1566,Sr8Fe6Ni2O24,Sr,,,Fe,Ni,,O,4,134.354983,-1.33799423
1567,Sr8Fe7Co1O24,Sr,,,Fe,Co,,O,4,87.6081324,-1.468957296
1568,Sr8Fe7Ni1O24,Sr,,,Fe,Ni,,O,4,107.7834261,-1.423252406
1569,Sr8Fe8O24,Sr,,,Fe,,,O,3,86.43036922,-1.503292082
1570,Sr8Hf1V7O24,Sr,,,Hf,V,,O,4,28.44172814,-2.22753551
1571,Sr8Hf2V6O24,Sr,,,Hf,V,,O,4,35.28329862,-2.333308436
1572,Sr8Hf4V4O24,Sr,,,Hf,V,,O,4,35.04593958,-2.558774788
1573,Sr8Mg1V7O24,Sr,,,Mg,V,,O,4,52.87341873,-2.135561249
1574,Sr8Mg2V6O24,Sr,,,Mg,V,,O,4,93.81143469,-2.132688414
1575,Sr8Mg4V4O24,Sr,,,Mg,V,,O,4,140.4888354,-2.033689494
1576,Sr8Mn1Co7O24,Sr,,,Mn,Co,,O,4,91.53400436,-1.285677559
1577,Sr8Mn1Fe7O24,Sr,,,Mn,Fe,,O,4,82.87910056,-1.523854557
1578,Sr8Mn1V7O24,Sr,,,Mn,V,,O,4,63.58646298,-2.072598621
1579,Sr8Mn2Co6O24,Sr,,,Mn,Co,,O,4,106.514784,-1.32344207
1580,Sr8Mn2Fe6O24,Sr,,,Mn,Fe,,O,4,79.8648319,-1.543880032
1581,Sr8Mn2V6O24,Sr,,,Mn,V,,O,4,99.86697643,-2.020116658
1582,Sr8Mn4Co4O24,Sr,,,Mn,Co,,O,4,99.68134329,-1.43576609
1583,Sr8Mn4Fe4O24,Sr,,,Mn,Fe,,O,4,69.77529458,-1.587991982
1584,Sr8Mn4Ni4O24,Sr,,,Mn,Ni,,O,4,187.8758002,-1.242747778
1585,Sr8Mn4V4O24,Sr,,,Mn,V,,O,4,107.8600264,-1.915285983
1587,Sr8Mn6Fe2O24,Sr,,,Mn,Fe,,O,4,81.57468903,-1.606405432
1588,Sr8Mn6Ni2O24,Sr,,,Mn,Ni,,O,4,142.2958176,-1.43618733
1589,Sr8Mn7Co1O24,Sr,,,Mn,Co,,O,4,110.1393178,-1.562464372
1590,Sr8Mn7Fe1O24,Sr,,,Mn,Fe,,O,4,114.2722226,-1.588052407
1591,Sr8Mn7Ni1O24,Sr,,,Mn,Ni,,O,4,113.8691619,-1.533706981
1592,Sr8Mn8O24,Sr,,,Mn,,,O,3,90.74875619,-1.625920382
1593,Sr8Nb1V7O24,Sr,,,Nb,V,,O,4,10.43143757,-2.178582828
1594,Sr8Nb2V6O24,Sr,,,Nb,V,,O,4,0.0,-2.235552822
1595,Sr8Nb4V4O24,Sr,,,Nb,V,,O,4,0.0,-2.348045811
1596,Sr8Ni4Co4O24,Sr,,,Ni,Co,,O,4,181.2952849,-1.027554986
1597,Sr8Ni6Co2O24,Sr,,,Ni,Co,,O,4,241.6649531,-0.906028455
1598,Sr8Ni7Co1O24,Sr,,,Ni,Co,,O,4,252.7671623,-0.864347814
1599,Sr8Ni8O24,Sr,,,Ni,,,O,3,263.5433714,-0.822993174
1600,Sr8Sc1V7O24,Sr,,,Sc,V,,O,4,0.0,-2.711479074
1601,Sr8Sc2V6O24,Sr,,,Sc,V,,O,4,0.0,-2.717290564
1602,Sr8Sc4V4O24,Sr,,,Sc,V,,O,4,0.0,-2.743883794
1603,Sr8Ta1V7O24,Sr,,,Ta,V,,O,4,6.922396635,-2.208837001
1604,Sr8Ta2V6O24,Sr,,,Ta,V,,O,4,0.0,-2.288548669
1605,Sr8Ta4V4O24,Sr,,,Ta,V,,O,4,0.0,-2.464073004
1606,Sr8Ti1V7O24,Sr,,,Ti,V,,O,4,0.0,-2.713829162
1607,Sr8Ti2V6O24,Sr,,,Ti,V,,O,4,0.0,-2.7194047410000004
1608,Sr8Ti4V4O24,Sr,,,Ti,V,,O,4,0.0,-2.729514397
1609,Sr8Ti8O24,Sr,,,Ti,,,O,3,8.691789,-2.773721211
1610,Sr8V4Co4O24,Sr,,,V,Co,,O,4,113.170481,-1.743271941
1611,Sr8V4Cr4O24,Sr,,,V,Cr,,O,4,95.6649845,-2.021369972
1612,Sr8V4Cu4O24,Sr,,,V,Cu,,O,4,198.6650469,-1.5653672630000002
1613,Sr8V4Fe4O24,Sr,,,V,Fe,,O,4,72.67526425,-1.909523083
1614,Sr8V4Ga4O24,Sr,,,V,Ga,,O,4,134.2448986,-1.97973105
1615,Sr8V4Ge4O24,Sr,,,V,Ge,,O,4,98.84644072,-1.964979877
1616,Sr8V4Ir4O24,Sr,,,V,Ir,,O,4,140.7374649,-1.648745149
1617,Sr8V4Mo4O24,Sr,,,V,Mo,,O,4,341.670362,-1.664533441
1618,Sr8V4Ni4O24,Sr,,,V,Ni,,O,4,161.96626840000005,-1.584938629
1620,Sr8V4Pd4O24,Sr,,,V,Pd,,O,4,179.3695136,-1.5747305130000002
1621,Sr8V4Pt4O24,Sr,,,V,Pt,,O,4,182.44993,-1.549377425
1622,Sr8V4Re4O24,Sr,,,V,Re,,O,4,35.07038698,-1.929821616
1623,Sr8V4Rh4O24,Sr,,,V,Rh,,O,4,110.11022340000002,-1.694148606
1624,Sr8V4Ru4O24,Sr,,,V,Ru,,O,4,90.435045,-1.756698507
1625,Sr8V4Si4O24,Sr,,,V,Si,,O,4,155.9098643,-2.259024849
1626,Sr8V4Sn4O24,Sr,,,V,Sn,,O,4,82.91347525,-1.930308205
1627,Sr8V4Zn4O24,Sr,,,V,Zn,,O,4,198.1054359,-1.7216852459999998
1628,Sr8V6Co2O24,Sr,,,V,Co,,O,4,109.5829639,-1.951703637
1629,Sr8V6Cr2O24,Sr,,,V,Cr,,O,4,59.14294608,-2.071055903
1630,Sr8V6Cu2O24,Sr,,,V,Cu,,O,4,165.7330786,-1.874543548
1632,Sr8V6Ga2O24,Sr,,,V,Ga,,O,4,78.46706618,-2.052086692
1633,Sr8V6Ge2O24,Sr,,,V,Ge,,O,4,61.69987974,-2.047173855
1634,Sr8V6Ir2O24,Sr,,,V,Ir,,O,4,143.07547480000005,-1.895698866
1635,Sr8V6Mo2O24,Sr,,,V,Mo,,O,4,192.0092834,-1.890437512
1636,Sr8V6Ni2O24,Sr,,,V,Ni,,O,4,143.73998400000005,-1.894530856
1637,Sr8V6Os2O24,Sr,,,V,Os,,O,4,101.0206738,-1.941619705
1638,Sr8V6Pd2O24,Sr,,,V,Pd,,O,4,182.4171596,-1.849241798
1639,Sr8V6Pt2O24,Sr,,,V,Pt,,O,4,178.9445591,-1.849638504
1640,Sr8V6Re2O24,Sr,,,V,Re,,O,4,38.13605333,-2.029626725
1641,Sr8V6Rh2O24,Sr,,,V,Rh,,O,4,123.6897103,-1.914913845
1642,Sr8V6Ru2O24,Sr,,,V,Ru,,O,4,97.25569603,-1.949529545
1643,Sr8V6Si2O24,Sr,,,V,Si,,O,4,98.25644159,-2.188123591
1644,Sr8V6Sn2O24,Sr,,,V,Sn,,O,4,66.26244234,-2.018798394
1645,Sr8V6Zn2O24,Sr,,,V,Zn,,O,4,124.7593806,-1.97551779
1646,Sr8V7Co1O24,Sr,,,V,Co,,O,4,72.94226156,-2.045777361
1647,Sr8V7Cr1O24,Sr,,,V,Cr,,O,4,39.79880187,-2.096981993
1649,Sr8V7Fe1O24,Sr,,,V,Fe,,O,4,50.44715644,-2.069896396
1650,Sr8V7Ga1O24,Sr,,,V,Ga,,O,4,49.79361192,-2.087164638
1651,Sr8V7Ge1O24,Sr,,,V,Ge,,O,4,40.68907009,-2.08674897
1652,Sr8V7Ir1O24,Sr,,,V,Ir,,O,4,105.8596975,-2.011453975
1653,Sr8V7Mo1O24,Sr,,,V,Mo,,O,4,111.3695513,-2.008506923
1654,Sr8V7Ni1O24,Sr,,,V,Ni,,O,4,109.9729525,-2.00734072
1655,Sr8V7Os1O24,Sr,,,V,Os,,O,4,87.08840286,-2.03022527
1656,Sr8V7Pd1O24,Sr,,,V,Pd,,O,4,132.0199815,-1.985293691
1657,Sr8V7Pt1O24,Sr,,,V,Pt,,O,4,129.16762849999998,-1.988146044
1660,Sr8V7Ru1O24,Sr,,,V,Ru,,O,4,84.58123286,-2.03273244
1661,Sr8V7Si1O24,Sr,,,V,Si,,O,4,62.09475103,-2.154584462
1662,Sr8V7Sn1O24,Sr,,,V,Sn,,O,4,49.53238936,-2.070605489
1663,Sr8V7Zn1O24,Sr,,,V,Zn,,O,4,71.88859602,-2.054355687
1664,Sr8V8O24,Sr,,,V,,,O,3,17.84640765,-2.125516334
1665,Sr8Y1V7O24,Sr,,,Y,V,,O,4,64.14092369,-2.172679249
1666,Sr8Y2V6O24,Sr,,,Y,V,,O,4,93.84230286,-2.231961165
1667,Sr8Y4V4O24,Sr,,,Y,V,,O,4,112.1749515,-2.378804746
1669,Sr8Zr2V6O24,Sr,,,Zr,V,,O,4,21.50586649,-2.309196684
1670,Sr8Zr4V4O24,Sr,,,Zr,V,,O,4,4.755575327,-2.513286785
1671,Y4Ba4Co4Ni4O24,Y,Ba,,Ni,Co,,O,5,218.44261630000003,-1.285224798
1673,Y4Ba4Co7Ni1O24,Y,Ba,,Co,Ni,,O,5,259.886084,-1.31886397
1675,Y4Ba4Fe1Ni7O24,Y,Ba,,Ni,Fe,,O,5,340.306363,-1.081063162
1678,Y4Ba4Mn1Co7O24,Y,Ba,,Co,Mn,,O,5,244.1489113,-1.409579121
1679,Y4Ba4Mn1Ni7O24,Y,Ba,,Ni,Mn,,O,5,349.4533811,-1.095324387
1680,Y4Ba4Mn2Co6O24,Y,Ba,,Co,Mn,,O,5,149.94833269999995,-1.553730132
1682,Y4Ba4Mn2Ni6O24,Y,Ba,,Ni,Mn,,O,5,337.2143761000001,-1.199086788
1683,Y4Ba4Mn4Co4O24,Y,Ba,,Co,Mn,,O,5,140.4059574,-1.6619714019999998
1684,Y4Ba4Mn4Ni4O24,Y,Ba,,Ni,Mn,,O,5,292.5360838,-1.40973109
1685,Y4Ba4Mn6Co2O24,Y,Ba,,Mn,Co,,O,5,144.00655769999997,-1.746401423
1686,Y4Ba4Mn6Fe2O24,Y,Ba,,Mn,Fe,,O,5,205.0929261,-1.745765244
1687,Y4Ba4Mn6Ni2O24,Y,Ba,,Mn,Ni,,O,5,251.1966202,-1.5943988919999998
1689,Y4Ba4Mn7Fe1O24,Y,Ba,,Mn,Fe,,O,5,212.3025083,-1.752304969
1690,Y4Ba4Mn7Ni1O24,Y,Ba,,Mn,Ni,,O,5,231.48185530000003,-1.6804942930000002
1691,Y4Ba4Ni4Co4O24,Y,Ba,,Co,Ni,,O,5,226.5076163,-1.277159798
1692,Y4Ba4Ni6Co2O24,Y,Ba,,Ni,Co,,O,5,362.4610545,-1.091151267
1693,Y4Ba4Ni7Co1O24,Y,Ba,,Ni,Co,,O,5,367.1832279,-1.037891876
1695,Y4Ca4Co6Ni2O24,Y,Ca,,Co,Ni,,O,5,252.161354,-1.342634858
1696,Y4Ca4Co7Ni1O24,Y,Ca,,Co,Ni,,O,5,88.62675986,-1.531196999
1697,Y4Ca4Fe1Co7O24,Y,Ca,,Co,Fe,,O,5,76.49603762,-1.600733675
1699,Y4Ca4Fe2Co6O24,Y,Ca,,Co,Fe,,O,5,76.97840947,-1.63262971
1700,Y4Ca4Fe2Ni6O24,Y,Ca,,Ni,Fe,,O,5,328.5417225,-1.233437867
1702,Y4Ca4Mn1Ni7O24,Y,Ca,,Ni,Mn,,O,5,346.9020343,-1.1700601659999998
1703,Y4Ca4Mn2Co6O24,Y,Ca,,Co,Mn,,O,5,210.1078353,-1.529350911
1704,Y4Ca4Mn2Ni6O24,Y,Ca,,Ni,Mn,,O,5,318.4346499,-1.270858817
1706,Y4Ca4Mn4Ni4O24,Y,Ca,,Ni,Mn,,O,5,259.0863813,-1.474869619
1707,Y4Ca4Mn6Co2O24,Y,Ca,,Mn,Co,,O,5,193.9698557,-1.730291952
1708,Y4Ca4Mn6Fe2O24,Y,Ca,,Mn,Fe,,O,5,183.4491901,-1.803363523
1709,Y4Ca4Mn6Ni2O24,Y,Ca,,Mn,Ni,,O,5,216.4546126,-1.662163921
1710,Y4Ca4Mn7Co1O24,Y,Ca,,Mn,Co,,O,5,192.0887468,-1.7750649630000002
1711,Y4Ca4Mn7Fe1O24,Y,Ca,,Mn,Fe,,O,5,188.513164,-1.809915998
1712,Y4Ca4Mn7Ni1O24,Y,Ca,,Mn,Ni,,O,5,197.3090003,-1.747023072
1713,Y4Ca4Ni4Co4O24,Y,Ca,,Co,Ni,,O,5,144.88904219999995,-1.3998520769999998
1714,Y4Ca4Ni6Co2O24,Y,Ca,,Ni,Co,,O,5,338.95548039999994,-1.155730546
1715,Y4Ca4Ni7Co1O24,Y,Ca,,Ni,Co,,O,5,353.3495745,-1.116308905
1716,Y4Ho4Co8O24,Y,Ho,,Co,,,O,4,59.2192098,-1.868227225
1717,Y4Ho4Cr8O24,Y,Ho,,Cr,,,O,4,28.314724,-2.400597286
1718,Y4Ho4Fe8O24,Y,Ho,,Fe,,,O,4,34.01532975,-2.134871008
1719,Y4Ho4Ga8O24,Y,Ho,,Ga,,,O,4,82.99657195,-2.3220704430000003
1720,Y4Ho4Mn8O24,Y,Ho,,Mn,,,O,4,55.08861603,-2.226020058
1721,Y4Ho4Ni8O24,Y,Ho,,Ni,,,O,4,86.51921261,-1.64070685
1722,Y4Ho4Sc8O24,Y,Ho,,Sc,,,O,4,46.35809831,-3.17073943
1723,Y4Ho4Ti8O24,Y,Ho,,Ti,,,O,4,52.42546125,-2.850796387
1725,Y4Sr4Co4Ni4O24,Y,Sr,,Ni,Co,,O,5,147.52529819999995,-1.3701571609999998
1726,Y4Sr4Co6Ni2O24,Y,Sr,,Co,Ni,,O,5,123.03536,-1.4447021919999998
1727,Y4Sr4Co7Ni1O24,Y,Sr,,Co,Ni,,O,5,109.3810159,-1.483384083
1728,Y4Sr4Fe1Co7O24,Y,Sr,,Co,Fe,,O,5,89.57790862,-1.561371759
1729,Y4Sr4Fe1Ni7O24,Y,Sr,,Ni,Fe,,O,5,304.8512461,-1.159433525
1730,Y4Sr4Fe2Co6O24,Y,Sr,,Co,Fe,,O,5,104.4596454,-1.579647044
1731,Y4Sr4Fe2Ni6O24,Y,Sr,,Ni,Fe,,O,5,287.7554957,-1.242096451
1732,Y4Sr4Mn1Co7O24,Y,Sr,,Co,Mn,,O,5,88.59695145,-1.581940984
1733,Y4Sr4Mn1Ni7O24,Y,Sr,,Ni,Fe,,O,5,318.7853538,-1.1659540000000002
1734,Y4Sr4Mn2Co6O24,Y,Sr,,Co,Mn,,O,5,170.0059811,-1.553277245
1735,Y4Sr4Mn4Co4O24,Y,Sr,,Co,Mn,,O,5,77.46656255,-1.736427515
1736,Y4Sr4Mn4Ni4O24,Y,Sr,,Ni,Mn,,O,5,233.3836657,-1.484807953
1737,Y4Sr4Mn6Co2O24,Y,Sr,,Mn,Co,,O,5,158.2029129,-1.743721786
1738,Y4Sr4Mn6Fe2O24,Y,Sr,,Mn,Fe,,O,5,143.51928130000005,-1.818855607
1740,Y4Sr4Mn7Co1O24,Y,Sr,,Mn,Co,,O,5,55.5045542,-1.890394547
1741,Y4Sr4Mn7Fe1O24,Y,Sr,,Mn,Fe,,O,5,150.8018634,-1.825322332
1742,Y4Sr4Mn7Ni1O24,Y,Sr,,Mn,Ni,,O,5,165.4564605,-1.758036406
1743,Y4Sr4Ni4Co4O24,Y,Sr,,Co,Ni,,O,5,148.34054819999997,-1.369341911
1744,Y4Sr4Ni6Co2O24,Y,Sr,,Ni,Co,,O,5,299.11257830000005,-1.16076188
1745,Y4Sr4Ni7Co1O24,Y,Sr,,Ni,Co,,O,5,210.3297874,-1.218966239
1746,Y6Hf2Mn6Zn2O24,Y,Zn,,Mn,Hf,,O,5,91.15693652,-2.195059885
1747,Y6Hf2Zn2Co6O24,Y,Zn,,Co,Hf,,O,5,124.0229465,-1.905572322
1748,Y6Hf2Zn2Fe6O24,Y,Zn,,Fe,Hf,,O,5,137.4886591,-2.075221034
1749,Y6Hf2Zn2Ni6O24,Y,Zn,,Ni,Hf,,O,5,187.4276767,-1.6846547280000002
1750,Y6Ho2Co8O24,Y,Ho,,Co,,,O,4,56.31928935,-1.862963437
1751,Y6Ho2Cr8O24,Y,Ho,,Cr,,,O,4,21.28138975,-2.399311248
1752,Y6Ho2Fe8O24,Y,Ho,,Fe,,,O,4,27.11965388,-2.13386522
1753,Y6Ho2Ga8O24,Y,Ho,,Ga,,,O,4,76.50326643,-2.320871655
1754,Y6Ho2Mn8O24,Y,Ho,,Mn,,,O,4,46.95075044,-2.22514252
1755,Y6Ho2Ni8O24,Y,Ho,,Ni,,,O,4,87.26704216,-1.631795312
1756,Y6Ho2Sc8O24,Y,Ho,,Sc,,,O,4,37.43527934,-3.170621892
1757,Y6Ho2Ti8O24,Y,Ho,,Ti,,,O,4,53.68625363,-2.842430599
1759,Y6Mn6Nb2Zn2O24,Y,Zn,,Mn,Nb,,O,5,88.46084748,-2.099334521
1760,Y6Mn8Zn2O24,Y,Zn,,Mn,,,O,4,77.04502053,-1.900454357
1762,Y6Nb2Zn2Fe6O24,Y,Zn,,Fe,Nb,,O,5,209.8826285,-1.898742421
1763,Y6Nb2Zn2Ni6O24,Y,Zn,,Ni,Nb,,O,5,165.79365239999996,-1.639295865
1764,Y6Ta2Mn6Zn2O24,Y,Zn,,Mn,Ta,,O,5,80.94033473,-2.157577367
1765,Y6Ta2Zn2Co6O24,Y,Zn,,Co,Ta,,O,5,114.3679263,-1.895334305
1766,Y6Ta2Zn2Fe6O24,Y,Zn,,Fe,Ta,,O,5,127.740217,-2.035332267
1767,Y6Ta2Zn2Ni6O24,Y,Zn,,Ni,Ta,,O,5,156.9412409,-1.7025957109999998
1768,Y6Ti2Mn6Zn2O24,Y,Zn,,Mn,Ti,,O,5,74.58551681,-2.145074439
1769,Y6Ti2Zn2Co6O24,Y,Zn,,Co,Ti,,O,5,103.9649939,-1.873527377
1770,Y6Ti2Zn2Fe6O24,Y,Zn,,Fe,Ti,,O,5,70.6664565,-2.089940339
1771,Y6Ti2Zn2Ni6O24,Y,Zn,,Ni,Ti,,O,5,174.631224,-1.645348283
1772,Y6Zn2Co8O24,Y,Zn,,Co,,,O,4,119.2983735,-1.513599774
1774,Y6Zn2Ni8O24,Y,Zn,,Ni,,,O,4,228.9145309,-1.196282899
1775,Y6Zr2Mn6Zn2O24,Y,Zn,,Mn,Zr,,O,5,83.80925664,-2.1714313830000003
1776,Y6Zr2Zn2Co6O24,Y,Zn,,Co,Zr,,O,5,116.8908945,-1.88815832
1777,Y6Zr2Zn2Fe6O24,Y,Zn,,Fe,Zr,,O,5,72.36735708,-2.1157962830000003
1778,Y6Zr2Zn2Ni6O24,Y,Zn,,Ni,Zr,,O,5,187.5196246,-1.660016727
1779,Y7Mn8Zn1O24,Y,Zn,,Mn,,,O,4,59.67920269,-2.060609419
1780,Y7Zn1Co8O24,Y,Zn,,Co,,,O,4,84.41249622,-1.687596086
1782,Y7Zn1Ni8O24,Y,Zn,,Ni,,,O,4,185.7288263,-1.382319211
1783,Y8Co1Ni7O24,Y,,,Ni,Co,,O,4,70.94302761,-1.664983164
1784,Y8Co2Ni6O24,Y,,,Ni,Co,,O,4,53.30068351,-1.707653055
1785,Y8Co4Ni4O24,Y,,,Ni,Co,,O,4,17.70199531,-1.793306836
1786,Y8Co6Ni2O24,Y,,,Co,Ni,,O,4,61.55780711,-1.799506117
1787,Y8Co7Ni1O24,Y,,,Co,Ni,,O,4,51.91571301,-1.834175758
1788,Y8Co8O24,Y,,,Co,,,O,3,48.77586891,-1.862343149
1794,Y8Cr2Fe6O24,Y,,,Fe,Cr,,O,4,14.17874738,-2.203702126
1795,Y8Cr2Ga6O24,Y,,,Ga,Cr,,O,4,55.14080188,-2.339837827
1796,Y8Cr2Ni6O24,Y,,,Ni,Cr,,O,4,71.76198016,-1.81448032
1797,Y8Cr4Co4O24,Y,,,Co,Cr,,O,4,34.221462200000005,-2.127474679
1798,Y8Cr4Fe4O24,Y,,,Cr,Fe,,O,4,7.99376675,-2.274684571
1799,Y8Cr4Ga4O24,Y,,,Ga,Cr,,O,4,40.70021975,-2.360043288
1800,Y8Cr4Ni4O24,Y,,,Ni,Cr,,O,4,37.60933861,-2.023976617
1801,Y8Cr6Co2O24,Y,,,Cr,Co,,O,4,28.66375885,-2.2583209440000003
1802,Y8Cr6Fe2O24,Y,,,Cr,Fe,,O,4,11.01778613,-2.336458015
1803,Y8Cr6Ni2O24,Y,,,Cr,Ni,,O,4,37.37694705,-2.199552663
1804,Y8Cr7Co1O24,Y,,,Cr,Co,,O,4,21.53240718,-2.328096577
1806,Y8Cr7Ni1O24,Y,,,Cr,Ni,,O,4,28.40700128,-2.296194436
1807,Y8Cr8O24,Y,,,Cr,,,O,3,14.2008055,-2.39807246
1808,Y8Fe1Co7O24,Y,,,Co,Fe,,O,4,160.3346325,-1.781029934
1809,Y8Fe1Ni7O24,Y,,,Ni,Fe,,O,4,110.6647737,-1.6589082
1810,Y8Fe2Co6O24,Y,,,Co,Fe,,O,4,121.9748962,-1.849635219
1811,Y8Fe2Ni6O24,Y,,,Ni,Fe,,O,4,105.6249257,-1.722622376
1812,Y8Fe4Co4O24,Y,,,Co,Fe,,O,4,28.36967345,-2.00373154
1813,Y8Fe4Ni4O24,Y,,,Fe,Ni,,O,4,36.22347961,-1.909372478
1814,Y8Fe6Co2O24,Y,,,Fe,Co,,O,4,29.90345073,-2.062688861
1815,Y8Fe6Ni2O24,Y,,,Fe,Ni,,O,4,58.14981868,-1.99799233
1816,Y8Fe7Co1O24,Y,,,Fe,Co,,O,4,27.79921436,-2.095038646
1817,Y8Fe7Ni1O24,Y,,,Fe,Ni,,O,4,37.46802334,-2.067144756
1818,Y8Fe8O24,Y,,,Fe,,,O,3,20.138728,-2.132944682
1820,Y8Ga4Fe4O24,Y,,,Ga,Fe,,O,4,36.096681,-2.235051899
1821,Y8Ga4Ni4O24,Y,,,Ga,Ni,,O,4,121.6935029,-1.928362695
1822,Y8Ga6Co2O24,Y,,,Ga,Co,,O,4,69.81775523,-2.199872312
1823,Y8Ga6Fe2O24,Y,,,Ga,Fe,,O,4,52.2740325,-2.2779071330000003
1824,Y8Ga6Ni2O24,Y,,,Ga,Ni,,O,4,97.23119343,-2.122403781
1825,Y8Ga7Co1O24,Y,,,Ga,Co,,O,4,68.97106961,-2.260480839
1826,Y8Ga7Fe1O24,Y,,,Ga,Fe,,O,4,60.54108325,-2.299156375
1827,Y8Ga7Ni1O24,Y,,,Ga,Ni,,O,4,82.24541371,-2.222178949
1829,Y8Mg1Co7O24,Y,,,Co,Mg,,O,4,0.0,-2.314868037
1830,Y8Mg1Cr7O24,Y,,,Cr,Mg,,O,4,0.0,-2.804119965
1831,Y8Mg1Fe7O24,Y,,,Fe,Mg,,O,4,0.0,-2.568915785
1832,Y8Mg1Ga7O24,Y,,,Ga,Mg,,O,4,91.67074296,-2.319571978
1833,Y8Mg1Mn7O24,Y,,,Mn,Mg,,O,4,0.0,-2.62133586
1835,Y8Mg1Sc7O24,Y,,,Sc,Mg,,O,4,59.06262229,-3.060757779
1836,Y8Mg1Ti7O24,Y,,,Ti,Mg,,O,4,27.90730325,-2.870785648
1838,Y8Mg2Co6O24,Y,,,Co,Mg,,O,4,0.0,-2.347250425
1839,Y8Mg2Cr6O24,Y,,,Cr,Mg,,O,4,0.0,-2.784805221
1840,Y8Mg2Fe6O24,Y,,,Fe,Mg,,O,4,0.0,-2.575149137
1841,Y8Mg2Ga6O24,Y,,,Ga,Mg,,O,4,116.7523519,-2.316519339
1842,Y8Mg2Mn6O24,Y,,,Mn,Mg,,O,4,0.0,-2.635865988
1843,Y8Mg2Ni6O24,Y,,,Ni,Mg,,O,4,0.0,-2.348433831
1845,Y8Mg2Ti6O24,Y,,,Ti,Mg,,O,4,19.9708105,-2.888403234
1846,Y8Mg2V6O24,Y,,,V,Mg,,O,4,0.0,-2.904379764
1847,Y8Mg4Co4O24,Y,,,Co,Mg,,O,4,0.0,-2.410425702
1848,Y8Mg4Cr4O24,Y,,,Cr,Mg,,O,4,0.0,-2.737083732
1849,Y8Mg4Fe4O24,Y,,,Fe,Mg,,O,4,0.0,-2.591535093
1851,Y8Mg4Mn4O24,Y,,,Mn,Mg,,O,4,0.0,-2.678582743
1852,Y8Mg4Ni4O24,Y,,,Ni,Mg,,O,4,0.0,-2.421752639
1853,Y8Mg4Sc4O24,Y,,,Sc,Mg,,O,4,160.395108,-2.721836054
1854,Y8Mg4Ti4O24,Y,,,Ti,Mg,,O,4,5.974325,-2.921761908
1855,Y8Mg4V4O24,Y,,,V,Mg,,O,4,0.0,-2.873537094
1856,Y8Mn1Co7O24,Y,,,Co,Mn,,O,4,74.35889627,-1.880785659
1857,Y8Mn1Cr7O24,Y,,,Cr,Mn,,O,4,23.58125292,-2.370042587
1858,Y8Mn1Fe7O24,Y,,,Fe,Mn,,O,4,26.70381011,-2.140128907
1860,Y8Mn1Ni7O24,Y,,,Ni,Mn,,O,4,90.16563994,-1.692397175
1861,Y8Mn1V7O24,Y,,,V,Mn,,O,4,36.55454693,-2.434824221
1862,Y8Mn2Co6O24,Y,,,Co,Mn,,O,4,39.79517364,-1.95937492
1864,Y8Mn2Fe6O24,Y,,,Fe,Mn,,O,4,33.75589221,-2.146826132
1865,Y8Mn2Ga6O24,Y,,,Ga,Mn,,O,4,70.59869671,-2.287081083
1866,Y8Mn2Ni6O24,Y,,,Ni,Mn,,O,4,31.52290816,-1.822704076
1867,Y8Mn2V6O24,Y,,,V,Mn,,O,4,33.52619036,-2.414379508
1868,Y8Mn4Co4O24,Y,,,Co,Mn,,O,4,0.0,-2.09844744
1869,Y8Mn4Cr4O24,Y,,,Mn,Cr,,O,4,46.01034518,-2.291665221
1870,Y8Mn4Fe4O24,Y,,,Mn,Fe,,O,4,40.23930643,-2.167841332
1871,Y8Mn4Ga4O24,Y,,,Ga,Mn,,O,4,65.52025943,-2.260625549
1872,Y8Mn4Ni4O24,Y,,,Mn,Ni,,O,4,0.0,-2.024596378
1873,Y8Mn4V4O24,Y,,,V,Mn,,O,4,19.41019935,-2.3748373330000003
1875,Y8Mn6Cr2O24,Y,,,Mn,Cr,,O,4,43.94549002,-2.256431226
1876,Y8Mn6Fe2O24,Y,,,Mn,Fe,,O,4,39.12747064,-2.196451782
1877,Y8Mn6Ni2O24,Y,,,Mn,Ni,,O,4,103.7314147,-2.02658518
1878,Y8Mn7Co1O24,Y,,,Mn,Co,,O,4,38.17424353,-2.180929222
