composition,Eg (eV)
ScCoGe2,0.0
Mg3Tl,0.0
ErHg2,0.0
"LiMnCoO4,74",0.0
"Er3Al3NiGe2,189",0.0
HfCu2P2,0.0
LiMn4O8,0.0
Hg3As,0.0
YbAg2,0.0
ZrB2,0.0
YbNdAg2,0.0
YbZnPt,0.0
Tm2Ga10Os3,0.0
CeMn2Si2,0.0
LiGaPd2,0.0
YbIn4Rh,0.0
YbBaSn3,0.0
Li8IrO6,0.0
TiReN3,0.0
SrZr2Nb,0.0
Mn5As4,0.0
"EuTiClO3,12",0.0
"Dy7In(CoGe3)4,83",0.0
Te2Mo3Se4,0.0
CeSiI,0.0
SmSiCu,0.0
K8N3O,0.0
Sb2I2F11,0.0
Tb2Li6O7,0.0
BaSn3,0.0
Y3Fe62B14,0.0
"Eu2C(NO)2,164",0.0
KBiO3,0.0
Tb11S16,0.0
HoTh3,0.0
"Tm4In(NiGe2)2,12",0.0
SrIn2,0.0
Ca3TlN,0.0
RbBi2,0.0
Mg5As,0.0
ZnCo2O4,0.0
Rb2Mo9Se10,0.0
MgNiSb,0.0
Lu2InHg,0.0
Ca5Sn4S13,0.0
KC60,0.0
TiMn2Al,0.0
SrUS2,0.0
EuAlO3,0.0
"Sr2HoRuO6,14",0.0
TlMo3Se3,0.0
SiW3,0.0
LaSn3Ru,0.0
MgTi4O6,0.0
LiIn2Rh,0.0
Er2SnAu2,0.0
EuRhO3,0.0
"Li3Co2(GeO4)3,230",0.0
NdCrGe3,0.0
Fe6W6C,0.0
SrCdSi,0.0
MgPb3,0.0
"CuPO4F,2",0.0
UCuP2,0.0
Li2NdAs2,0.0
HfInCu2,0.0
"Eu3BWO9,173",0.0
Li2SnIr,0.0
DyCo2Ge2,0.0
AsPd3Pb2,0.0
Zr3Ag,0.0
ZrTe,0.0
"RbB5(H2O3)4,41",0.0
Be22Re,0.0
"Li4Mn3Cr3O12,22",0.0
V3SiNi2,0.0
U2SnRh2,0.0
Hf2Ni,0.0
Mo5As4,0.0
V3Re,0.0
"TbBaMn2O6,51",0.0
"Cu2Hg2SF6,227",0.0
U2TeN2,0.0
KCo2Se2,0.0
KCoO2,0.0
Na2UI6,0.0
TbCo2,0.0
Mn2P,0.0
YbIr2,0.0
CeH3O3,0.0
PrErIn2,0.0
YAl8Cu4,0.0
Al2FeNi,0.0
Tl3Si,0.0
Na8Cu5O10,0.0
K3Sn,0.0
"Li2V3CrO8,166",0.0
Li3MnAs2,0.0
Fe3Si,0.0
Lu4C7,0.0
MnSbRh2,0.0
ZrInPd2,0.0
"Ba2BiSbO6,2",0.0
ScTiO3,0.0
ErB2Ir3,0.0
"Cu4H10SO12,7",0.0
CuF,0.0
CeMgPt,0.0
PmGaAu2,0.0
TmAl4Ni,0.0
"Li4Co2Ni3O10,10",0.0
"TmU2S3O2,139",0.0
"CrH9(CN2)3,2",0.0
Li15Fe4O16,0.0
Li15Mn2O12,0.0
Mo2NCl8,0.0
Pd2N,0.0
PrBPt4,0.0
Li2TlAg,0.0
Ce4Si3Rh4,0.0
YSi2Rh2,0.0
"Ca2CuWO6,14",0.0
Mn2Nb,0.0
Ga8Cu3Mo2,0.0
Ni7P8O28,0.0
MgRh2Pb,0.0
MgCuBi,0.0
HoSi2Pd2,0.0
SrSiPd,0.0
"Ba2CoWO6,225",0.0
Lu3TlC,0.0
LaGeI,0.0
LiZrRh2,0.0
"HoSiRu2C,63",0.0
"Li4TiCr3O8,166",0.0
"Ba2CuWO6,87",0.0
LaRe2Ag,0.0
"MnFeCoGe,216",0.0
AlNi20B14,0.0
TaAs,0.0
Ca2Os2O7,0.0
TmMnGe,0.0
Mn3NbO8,0.0
Ba5Bi3,0.0
Ti3Be,0.0
DyBPd3,0.0
Tm2CdHg,0.0
SnAs3,0.0
ThS,0.0
MgPt5,0.0
SrIn2Ir,0.0
V2GaSn2,0.0
"Li5Cr2Ni5O12,5",0.0
"Ba4Sm2Cu2O9,118",0.0
K3V,0.0
NdTlPd,0.0
"LiSn(PO3)4,134",0.0
"Ba14Pd3Ir8O33,5",0.0
LiGaPt2,0.0
Ca2Ti9O13,0.0
EuSn3,0.0
TlCoMo2,0.0
TbNi5,0.0
Bi2Pd3S2,0.0
EuF3,0.0
Rb3Tm,0.0
EuTiO3,0.0
ErFeC2,0.0
MnAs,0.0
Li4CrO5,0.0
Ho2B4C,0.0
"Cs2NaMgF6,225",0.0
Ho10Si17,0.0
VPO4,0.0
TmH2,0.0
"U2Cu2As3O,129",0.0
BaAg,0.0
Y2U3O11,0.0
Nd3AlC,0.0
AlB2,0.0
Sm2Tl,0.0
Ce5Ge3,0.0
Pr2InGe2,0.0
LiPr2Ru,0.0
NbCrN,0.0
V3Ag,0.0
ScBe5,0.0
TbGe2Rh2,0.0
Sc3Fe2Si3,0.0
MnInCu2,0.0
CePd5,0.0
La2PI2,0.0
LuAg2,0.0
AgPt3,0.0
Ag2BiO3,0.0
ScZnNi2,0.0
TaInNi,0.0
NiGe,0.0
YbGa2Pd,0.0
Eu3Sn,0.0
HoZnRh,0.0
La2Ge5Rh3,0.0
YbMgPd,0.0
LaGa,0.0
U3Cu2Se7,0.0
TmMgCd2,0.0
YbLiPb,0.0
Yb2KF7,0.0
Li2V2F7,0.0
"Li3Mn(CuO3)2,12",0.0
MgRhF6,0.0
YbAl4Mo2,0.0
K2NbO6,0.0
Cu11Sb4S13,0.0
Dy2Ge3Pt9,0.0
"Li2V3FeO8,8",0.0
HoTlPd,0.0
CeAl3Ni2,0.0
MnSiNi2,0.0
LiGeRh2,0.0
"Li2MnNi3O8,166",0.0
K3Fe2S4,0.0
Mn2OF3,0.0
GdSb,0.0
Gd3S4,0.0
"In3Bi7(Pb2S9)2,11",0.0
LiInAg2,0.0
Lu2FeS4,0.0
Li2PrIn,0.0
KAg2,0.0
CuIr2S4,0.0
BaAs2Rh2,0.0
EuCaO2,0.0
NdAs2Pd2,0.0
Bi2P3O12,0.0
SrCe2Se4,0.0
TlZn2Tc,0.0
Sc14Cu14O37,0.0
Co2Ge,0.0
"Li3Fe(SbO3)4,1",0.0
ZrIr2,0.0
ScCoO3,0.0
Tm2MgTl,0.0
Tb2Sb5,0.0
Lu2AlTc,0.0
"CeZnPO,166",0.0
